Sample	percent	start	end
TCGA-04-1331-01	1	1.27993884380118e-08	1
TCGA-04-1335-01	0.714426534985535	1.27993884380118e-08	0.714426534985535
TCGA-04-1338-01	1	1.27993884380118e-08	1
TCGA-04-1341-01	0.99933141114678	1.27993884380118e-08	0.99933141114678
TCGA-04-1342-01	0.639299910315965	1.27993884380118e-08	0.639299910315965
TCGA-04-1343-01	2.25397229979398e-05	0.976491964870338	0.976514491793947
TCGA-04-1346-01	8.81877861759258e-06	0.898575713495827	0.898584519475057
TCGA-04-1347-01	0.139629372973449	0.86037063982594	1
TCGA-04-1348-01	0.649058048848687	1.27993884380118e-08	0.649058048848687
TCGA-04-1351-01	0.0112148241287875	1.27993884380118e-08	0.0112148241287876
TCGA-04-1353-01	6.47905041542143e-05	0.00126100854598521	0.00132578625075108
TCGA-04-1356-01	0.405731141192319	1.27993884380118e-08	0.405731141192319
TCGA-04-1360-01	0.00339974795188346	0.365020945623168	0.368420680775663
TCGA-04-1361-01	0.0524589717844266	1.27993884380118e-08	0.0524589717844266
TCGA-04-1364-01	3.51983181398833e-06	0.417390641673403	0.417394148705829
TCGA-04-1365-01	0.373572025032071	0.27550689961912	0.649078911851802
TCGA-04-1367-01	6.65568197554157e-06	0.450981663813747	0.450988306696334
TCGA-04-1371-01	4.19819939995699e-06	0.0447888998788705	0.0447930852788819
TCGA-04-1514-01	0.523696538122537	1.27993884380118e-08	0.523696538122537
TCGA-04-1516-01	0.151347456255306	1.27993884380118e-08	0.151347456255306
TCGA-04-1517-01	0.860533243256357	0.139466769543031	1
TCGA-04-1519-01	5.9158773251833e-05	0.96743112421905	0.967490270192914
TCGA-04-1525-01	5.41414129933478e-06	0.425232686161697	0.425238087503608
TCGA-04-1530-01	0.098108464142123	1.27993884380118e-08	0.0981084641421229
TCGA-04-1536-01	0.794434539211074	1.27993884380118e-08	0.794434539211074
TCGA-04-1542-01	0.000784128932437699	0.36097379180589	0.36175790793894
TCGA-04-1638-01	4.17260062312799e-06	0.621325652369148	0.621329812170383
TCGA-04-1644-01	1.02267113431879e-05	0.181554537688458	0.181564751600413
TCGA-04-1648-01	0.00192478482916138	0.810806262530841	0.812731034560614
TCGA-04-1649-01	0.137182168306761	0.862817844492627	1
TCGA-04-1652-01	6.59808472767631e-05	0.719587145999155	0.719653114047043
TCGA-04-1654-01	0.197915138339694	0.390650568978253	0.588565694518558
TCGA-04-1655-01	1.54488618163051e-05	0.70004231349816	0.700057749560587
TCGA-09-0364-01	0.421450850866864	1.27993884380118e-08	0.421450850866864
TCGA-09-0366-01	1	1.27993884380118e-08	1
TCGA-09-0367-01	8.71510357143511e-05	0.0107796449226945	0.0108667831590203
TCGA-09-0369-01	0.818159139992709	1.27993884380118e-08	0.818159139992709
TCGA-09-1659-01	1.82135297138378e-05	0.98173441517348	0.981752615903806
TCGA-09-1665-01	1.80471376644493e-06	0.471525718969486	0.471527510883864
TCGA-09-1666-01	0.0960100428097305	1.27993884380118e-08	0.0960100428097305
TCGA-09-1667-01	0.401965228336674	0.144596290842192	0.546561506379478
TCGA-09-1668-01	6.23330215786297e-06	0.657913254525707	0.657919475028476
TCGA-09-1669-01	0.0449229094755703	1.27993884380118e-08	0.0449229094755703
TCGA-09-1672-01	0.00104281737168322	0.382602953512634	0.383645758084929
TCGA-09-1673-01	0.910440976945063	1.27993884380118e-08	0.910440976945063
TCGA-09-1674-01	8.95957189015212e-06	0.263180960582069	0.263189907354571
TCGA-09-1675-01	8.0636147011369e-07	0.36711831740571	0.367119110967792
TCGA-09-2044-01	0.857081888170387	1.27993884380118e-08	0.857081888170387
TCGA-09-2049-01	0.000216296864816687	0.0181471520855202	0.0183634361509485
TCGA-09-2050-01	1.93270765058996e-05	0.00541567722594449	0.00543499150306204
TCGA-09-2051-01	0.931617385885421	0.0307394975930302	0.962356870679063
TCGA-09-2053-01	1	1.27993884380118e-08	1
TCGA-09-2054-01	4.01900796215395e-06	0.485938726281405	0.485942732489979
TCGA-09-2055-01	0.0449229094755703	1.27993884380118e-08	0.0449229094755703
TCGA-10-0926-01	1	1.27993884380118e-08	1
TCGA-10-0927-01	0.988708801920543	3.04497450380747e-05	0.988739238866193
TCGA-10-0928-01	0.30887303650502	0.0559056294948492	0.364778653200481
TCGA-10-0930-01	0.327456583738533	1.27993884380118e-08	0.327456583738533
TCGA-10-0931-01	5.05575842372869e-05	0.00473188269928815	0.00478242748413693
TCGA-10-0933-01	1	1.27993884380118e-08	1
TCGA-10-0935-01	2.04790214632048e-07	0.644680888399918	0.644681080390744
TCGA-10-0937-01	0.111012513155691	1.27993884380118e-08	0.111012513155691
TCGA-10-0938-01	0.0332555885681648	1.27993884380118e-08	0.0332555885681648
TCGA-13-0714-01	1.02267113431879e-05	0.181554537688458	0.181564751600413
TCGA-13-0717-01	2.20149480729452e-06	0.0401601674508147	0.0401623561462336
TCGA-13-0720-01	0.22930452487947	1.27993884380118e-08	0.22930452487947
TCGA-13-0723-01	1	1.27993884380118e-08	1
TCGA-13-0724-01	0.981284529470099	1.27993884380118e-08	0.981284529470099
TCGA-13-0725-01	1.55128587583777e-05	0.950573190531581	0.950588690590951
TCGA-13-0730-01	0.99996956305435	3.04497450380747e-05	1
TCGA-13-0751-01	1.91990826217545e-07	0.262755739300162	0.2627559184916
TCGA-13-0755-01	3.13329028387034e-05	0.211325787146708	0.211357107250159
TCGA-13-0757-01	0.97550933022298	0.0244906825764089	1
TCGA-13-0758-01	1	1.27993884380118e-08	1
